room 2 2020-12-17 23:58:58.355
                BSSID  RSSI
13 18:64:72:29:09:c2 -88
14 62:45:b6:ce:ac:21 -58
15 04:bd:88:76:f5:81 -85
16 84:d4:7e:4a:68:01 -87
17 04:bd:88:76:f4:22 -85
18 04:bd:88:76:f5:80 -87
19 04:bd:88:76:f4:20 -86
20 86:2a:fd:60:d4:6f -85
21 70:3a:0e:45:93:02 -90
22 a0:04:60:6c:92:94 -90
23 04:bd:88:76:f4:21 -85
24 fe:f5:c4:82:95:d6 -88
25 d8:eb:97:ed:c8:36 -87
26 70:8b:cd:5e:4f:f0 -90
27 84:d4:7e:4a:68:00 -85
28 18:64:72:29:09:c0 -86

